"id","kural_motoru","kural_dosyasi_adi","islenen_kayit_sayisi","calisma_suresi_ms","ram_kullanimi_mb","cpu_kullanimi_yuzde","kural_dosyasi_boyutu_byte","kayit_tarihi"
1809,Drools,rules_50.drl,500000,9676,646,18.18,3633,19.05.2025 14:04:47.751
1810,Drools,rules_50.drl,500000,9973,975,16.10,3633,19.05.2025 14:04:59.054
1811,Drools,rules_50.drl,500000,9714,920,18.47,3633,19.05.2025 14:05:10.687
1812,Drools,rules_50.drl,500000,9542,1049,17.64,3633,19.05.2025 14:05:21.976
1813,Drools,rules_50.drl,500000,9981,886,15.28,3633,19.05.2025 14:05:33.245
1814,Drools,rules_50.drl,500000,11234,1280,14.43,3633,19.05.2025 14:05:45.127
1815,Drools,rules_50.drl,500000,9127,620,19.27,3633,19.05.2025 14:05:57.933
1816,Drools,rules_50.drl,500000,9329,1085,16.16,3633,19.05.2025 14:06:08.687
1817,Drools,rules_50.drl,500000,9240,410,19.49,3633,19.05.2025 14:06:19.660
1818,Drools,rules_50.drl,500000,9313,882,18.48,3633,19.05.2025 14:06:30.550
1819,Drools,rules_50.drl,500000,10411,1009,16.16,3633,19.05.2025 14:06:41.563
1820,Drools,rules_50.drl,500000,10974,530,15.95,3633,19.05.2025 14:06:53.808
1821,Drools,rules_50.drl,500000,10877,1143,13.85,3633,19.05.2025 14:07:06.693
1822,Drools,rules_50.drl,500000,8826,551,18.89,3633,19.05.2025 14:07:19.180
1823,Drools,rules_50.drl,500000,10387,1113,14.43,3633,19.05.2025 14:07:29.711
1824,Drools,rules_50.drl,500000,8768,535,18.68,3633,19.05.2025 14:07:41.758
1825,Drools,rules_50.drl,500000,8754,754,19.10,3633,19.05.2025 14:07:52.109
1826,Drools,rules_50.drl,500000,9004,553,17.02,3633,19.05.2025 14:08:02.487
1827,Drools,rules_50.drl,500000,9500,1143,14.95,3633,19.05.2025 14:08:13.305
1828,Drools,rules_50.drl,500000,9320,1424,14.60,3633,19.05.2025 14:08:24.727
1829,Drools,rules_50.drl,500000,9477,902,17.61,3633,19.05.2025 14:08:35.597
1830,Drools,rules_50.drl,500000,8790,812,18.22,3633,19.05.2025 14:08:46.528
1831,Drools,rules_50.drl,500000,9352,971,16.62,3633,19.05.2025 14:08:56.878
1832,Drools,rules_50.drl,500000,8833,802,18.00,3633,19.05.2025 14:09:07.676
1833,Drools,rules_50.drl,500000,9345,639,15.80,3633,19.05.2025 14:09:18.014
1834,Drools,rules_50.drl,500000,9112,678,15.25,3633,19.05.2025 14:09:28.959
1835,Drools,rules_50.drl,500000,9146,600,14.77,3633,19.05.2025 14:09:39.698
1836,Drools,rules_50.drl,500000,9634,668,16.34,3633,19.05.2025 14:09:50.419
1837,Drools,rules_50.drl,500000,10324,732,14.46,3633,19.05.2025 14:10:01.804
1838,Drools,rules_50.drl,500000,11300,1155,14.07,3633,19.05.2025 14:10:14.154
1839,Drools,rules_50.drl,500000,8974,398,17.56,3633,19.05.2025 14:10:26.869
1840,Drools,rules_50.drl,500000,8500,740,19.02,3633,19.05.2025 14:10:37.408
1841,Drools,rules_50.drl,500000,9152,1053,15.53,3633,19.05.2025 14:10:47.631
1842,Drools,rules_50.drl,500000,8797,832,19.17,3633,19.05.2025 14:10:58.367
1843,Drools,rules_50.drl,500000,9192,1062,15.74,3633,19.05.2025 14:11:08.681
1844,Drools,rules_50.drl,500000,8824,690,19.32,3633,19.05.2025 14:11:19.524
1845,Drools,rules_50.drl,500000,8885,646,15.98,3633,19.05.2025 14:11:29.953
1846,Drools,rules_50.drl,500000,10276,1137,13.95,3633,19.05.2025 14:11:40.988
1847,Drools,rules_50.drl,500000,9382,532,15.26,3633,19.05.2025 14:11:53.094
1848,Drools,rules_50.drl,500000,10790,599,13.74,3633,19.05.2025 14:12:04.250
1849,Drools,rules_50.drl,500000,9050,795,18.45,3633,19.05.2025 14:12:16.567
1850,Drools,rules_50.drl,500000,9860,878,14.63,3633,19.05.2025 14:12:27.506
1851,Drools,rules_50.drl,500000,9148,889,18.16,3633,19.05.2025 14:12:38.929
1852,Drools,rules_50.drl,500000,9130,453,19.02,3633,19.05.2025 14:12:49.613
1853,Drools,rules_50.drl,500000,8698,761,19.07,3633,19.05.2025 14:13:00.317
1854,Drools,rules_50.drl,500000,9954,738,16.38,3633,19.05.2025 14:13:10.708
1855,Drools,rules_50.drl,500000,10716,1487,14.26,3633,19.05.2025 14:13:22.562
1856,Drools,rules_50.drl,500000,8822,412,17.09,3633,19.05.2025 14:13:34.901
1857,Drools,rules_50.drl,500000,8852,778,19.16,3633,19.05.2025 14:13:45.325
1858,Drools,rules_50.drl,500000,8893,1094,15.90,3633,19.05.2025 14:13:55.857
1859,Drools,rules_50.drl,500000,9613,1401,14.27,3633,19.05.2025 14:14:06.261
1860,Drools,rules_50.drl,500000,8715,968,18.94,3633,19.05.2025 14:14:17.473
1861,Drools,rules_50.drl,500000,8848,527,18.29,3633,19.05.2025 14:14:27.715
1862,Drools,rules_50.drl,500000,9246,1345,14.01,3633,19.05.2025 14:14:38.163
1863,Drools,rules_50.drl,500000,11540,575,14.29,3633,19.05.2025 14:14:48.758
1864,Drools,rules_50.drl,500000,12350,1541,15.20,3633,19.05.2025 14:15:01.870
1865,Drools,rules_50.drl,500000,11248,860,14.10,3633,19.05.2025 14:15:15.811
1866,Drools,rules_50.drl,500000,10173,427,17.52,3633,19.05.2025 14:15:28.684
1867,Drools,rules_50.drl,500000,9060,653,18.05,3633,19.05.2025 14:15:40.407
1868,Drools,rules_50.drl,500000,8833,1028,18.71,3633,19.05.2025 14:15:51.035
1869,Drools,rules_50.drl,500000,9567,494,15.27,3633,19.05.2025 14:16:01.449
1870,Drools,rules_50.drl,500000,10733,685,13.13,3633,19.05.2025 14:16:12.803
1871,Drools,rules_50.drl,500000,10992,1119,14.70,3633,19.05.2025 14:16:25.472
1872,Drools,rules_50.drl,500000,9608,675,14.75,3633,19.05.2025 14:16:38.337
1873,Drools,rules_50.drl,500000,10646,808,15.08,3633,19.05.2025 14:16:49.911
1874,Drools,rules_50.drl,500000,10705,1209,14.76,3633,19.05.2025 14:17:02.442
1875,Drools,rules_50.drl,500000,9078,905,18.47,3633,19.05.2025 14:17:14.797
1876,Drools,rules_50.drl,500000,9324,1290,17.80,3633,19.05.2025 14:17:25.355
1877,Drools,rules_50.drl,500000,8638,833,18.96,3633,19.05.2025 14:17:36.288
1878,Drools,rules_50.drl,500000,8890,756,19.00,3633,19.05.2025 14:17:46.485
1879,Drools,rules_50.drl,500000,9195,773,14.81,3633,19.05.2025 14:17:56.935
1880,Drools,rules_50.drl,500000,9585,815,15.40,3633,19.05.2025 14:18:07.738
1881,Drools,rules_50.drl,500000,10535,1602,14.20,3633,19.05.2025 14:18:19.370
1882,Drools,rules_50.drl,500000,8766,822,19.22,3633,19.05.2025 14:18:31.466
1883,Drools,rules_50.drl,500000,8690,533,17.73,3633,19.05.2025 14:18:41.839
1884,Drools,rules_50.drl,500000,8858,550,14.94,3633,19.05.2025 14:18:52.321
1885,Drools,rules_50.drl,500000,8976,479,20.40,3633,19.05.2025 14:19:02.763
1886,Drools,rules_50.drl,500000,8829,1007,18.64,3633,19.05.2025 14:19:13.212
1887,Drools,rules_50.drl,500000,8648,1016,18.17,3633,19.05.2025 14:19:23.543
1888,Drools,rules_50.drl,500000,8829,504,17.88,3633,19.05.2025 14:19:33.722
1889,Drools,rules_50.drl,500000,9488,1031,15.17,3633,19.05.2025 14:19:44.366
1890,Drools,rules_50.drl,500000,9415,779,18.36,3633,19.05.2025 14:19:55.472
1891,Drools,rules_50.drl,500000,9004,968,18.28,3633,19.05.2025 14:20:06.322
1892,Drools,rules_50.drl,500000,9298,497,15.16,3633,19.05.2025 14:20:16.887
1893,Drools,rules_50.drl,500000,9009,587,16.75,3633,19.05.2025 14:20:27.739
1894,Drools,rules_50.drl,500000,8986,1022,18.10,3633,19.05.2025 14:20:38.220
1895,Drools,rules_50.drl,500000,9320,1114,15.28,3633,19.05.2025 14:20:48.842
1896,Drools,rules_50.drl,500000,10580,387,14.62,3633,19.05.2025 14:20:59.788
1897,Drools,rules_50.drl,500000,11462,631,15.05,3633,19.05.2025 14:21:11.833
1898,Drools,rules_50.drl,500000,11377,523,13.78,3633,19.05.2025 14:21:25.210
1899,Drools,rules_50.drl,500000,11848,1338,15.07,3633,19.05.2025 14:21:38.217
1900,Drools,rules_50.drl,500000,9583,863,15.14,3633,19.05.2025 14:21:51.756
1901,Easy Rules,rules_26_50.yml,500000,45208,930,14.61,3143,19.05.2025 14:22:03.060
1902,Easy Rules,rules_26_50.yml,500000,46815,719,12.89,3143,19.05.2025 14:22:49.928
1903,Easy Rules,rules_26_50.yml,500000,52722,762,11.91,3143,19.05.2025 14:23:38.717
1904,Easy Rules,rules_26_50.yml,500000,67719,469,11.32,3143,19.05.2025 14:24:33.360
1905,Easy Rules,rules_26_50.yml,500000,59055,1264,11.99,3143,19.05.2025 14:25:42.730
1906,Easy Rules,rules_26_50.yml,500000,51488,626,12.33,3143,19.05.2025 14:26:43.824
1907,Easy Rules,rules_26_50.yml,500000,55704,1216,12.00,3143,19.05.2025 14:27:37.277
1908,Easy Rules,rules_26_50.yml,500000,50859,958,12.33,3143,19.05.2025 14:28:35.065
1909,Easy Rules,rules_26_50.yml,500000,44089,563,13.00,3143,19.05.2025 14:29:27.991
1910,Easy Rules,rules_26_50.yml,500000,47690,738,12.95,3143,19.05.2025 14:30:13.600
1911,Easy Rules,rules_26_50.yml,500000,52935,475,12.46,3143,19.05.2025 14:31:03.373
1912,Easy Rules,rules_26_50.yml,500000,56671,1563,12.04,3143,19.05.2025 14:31:58.012
1913,Easy Rules,rules_26_50.yml,500000,47203,858,12.47,3143,19.05.2025 14:32:56.360
1914,Easy Rules,rules_26_50.yml,500000,52521,816,11.66,3143,19.05.2025 14:33:45.444
1915,Easy Rules,rules_26_50.yml,500000,54007,1195,11.90,3143,19.05.2025 14:34:39.878
1916,Easy Rules,rules_26_50.yml,500000,53639,1400,12.00,3143,19.05.2025 14:35:35.906
1917,Easy Rules,rules_26_50.yml,500000,40953,845,14.65,3143,19.05.2025 14:36:31.474
1918,Easy Rules,rules_26_50.yml,500000,40618,832,13.53,3143,19.05.2025 14:37:14.221
1919,Easy Rules,rules_26_50.yml,500000,56493,1041,11.46,3143,19.05.2025 14:37:56.853
1920,Easy Rules,rules_26_50.yml,500000,43094,404,13.19,3143,19.05.2025 14:38:55.402
1921,Easy Rules,rules_26_50.yml,500000,59085,1345,11.43,3143,19.05.2025 14:39:39.944
1922,Easy Rules,rules_26_50.yml,500000,51754,1013,11.75,3143,19.05.2025 14:40:41.366
1923,Easy Rules,rules_26_50.yml,500000,49630,578,12.23,3143,19.05.2025 14:41:35.123
1924,Easy Rules,rules_26_50.yml,500000,60981,1242,11.20,3143,19.05.2025 14:42:26.670
1925,Easy Rules,rules_26_50.yml,500000,47867,915,12.69,3143,19.05.2025 14:43:29.625
1926,Easy Rules,rules_26_50.yml,500000,54792,992,11.78,3143,19.05.2025 14:44:19.286
1927,Easy Rules,rules_26_50.yml,500000,41749,1251,13.20,3143,19.05.2025 14:45:16.018
1928,Easy Rules,rules_26_50.yml,500000,46421,743,12.98,3143,19.05.2025 14:45:59.465
1929,Easy Rules,rules_26_50.yml,500000,52332,1384,11.97,3143,19.05.2025 14:46:47.768
1930,Easy Rules,rules_26_50.yml,500000,42468,380,17.17,3143,19.05.2025 14:47:41.853
1931,Easy Rules,rules_26_50.yml,500000,41258,527,16.28,3143,19.05.2025 14:48:25.867
1932,Easy Rules,rules_26_50.yml,500000,39299,1104,13.26,3143,19.05.2025 14:49:08.732
1933,Easy Rules,rules_26_50.yml,500000,39780,1006,13.45,3143,19.05.2025 14:49:49.543
1934,Easy Rules,rules_26_50.yml,500000,40049,454,13.66,3143,19.05.2025 14:50:30.920
1935,Easy Rules,rules_26_50.yml,500000,51535,1076,11.85,3143,19.05.2025 14:51:12.695
1936,Easy Rules,rules_26_50.yml,500000,41656,641,13.23,3143,19.05.2025 14:52:06.182
1937,Easy Rules,rules_26_50.yml,500000,49558,490,12.27,3143,19.05.2025 14:52:49.735
1938,Easy Rules,rules_26_50.yml,500000,53288,570,12.29,3143,19.05.2025 14:53:40.683
1939,Easy Rules,rules_26_50.yml,500000,56761,839,11.86,3143,19.05.2025 14:54:35.704
1940,Easy Rules,rules_26_50.yml,500000,60610,846,11.53,3143,19.05.2025 14:55:34.611
1941,Easy Rules,rules_26_50.yml,500000,58282,910,11.80,3143,19.05.2025 14:56:37.153
1942,Easy Rules,rules_26_50.yml,500000,62306,1480,12.07,3143,19.05.2025 14:57:37.461
1943,Easy Rules,rules_26_50.yml,500000,53093,455,13.41,3143,19.05.2025 14:58:41.966
1944,Easy Rules,rules_26_50.yml,500000,48067,719,12.94,3143,19.05.2025 14:59:37.607
1945,Easy Rules,rules_26_50.yml,500000,62102,597,11.84,3143,19.05.2025 15:00:27.549
1946,Easy Rules,rules_26_50.yml,500000,63038,1366,12.10,3143,19.05.2025 15:01:31.339
1947,Easy Rules,rules_26_50.yml,500000,46061,448,15.45,3143,19.05.2025 15:02:36.354
1948,Easy Rules,rules_26_50.yml,500000,45196,1004,13.17,3143,19.05.2025 15:03:24.215
1949,Easy Rules,rules_26_50.yml,500000,51328,765,12.63,3143,19.05.2025 15:04:11.380
1950,Easy Rules,rules_26_50.yml,500000,52797,1541,12.62,3143,19.05.2025 15:05:04.768
1951,Easy Rules,rules_26_50.yml,500000,44103,709,13.58,3143,19.05.2025 15:05:59.273
1952,Easy Rules,rules_26_50.yml,500000,48934,801,12.75,3143,19.05.2025 15:06:45.173
1953,Easy Rules,rules_26_50.yml,500000,51672,926,12.61,3143,19.05.2025 15:07:36.191
1954,Easy Rules,rules_26_50.yml,500000,51950,1188,12.49,3143,19.05.2025 15:08:29.851
1955,Easy Rules,rules_26_50.yml,500000,44062,1215,13.26,3143,19.05.2025 15:09:23.700
1956,Easy Rules,rules_26_50.yml,500000,42890,750,13.28,3143,19.05.2025 15:10:09.838
1957,Easy Rules,rules_26_50.yml,500000,43784,1138,13.48,3143,19.05.2025 15:10:54.536
1958,Easy Rules,rules_26_50.yml,500000,43284,800,13.29,3143,19.05.2025 15:11:40.353
1959,Easy Rules,rules_26_50.yml,500000,47425,1440,13.67,3143,19.05.2025 15:12:25.459
1960,Easy Rules,rules_26_50.yml,500000,44148,1186,13.48,3143,19.05.2025 15:13:14.774
1961,Easy Rules,rules_26_50.yml,500000,43355,650,13.42,3143,19.05.2025 15:14:00.683
1962,Easy Rules,rules_26_50.yml,500000,43524,662,13.09,3143,19.05.2025 15:14:45.852
1963,Easy Rules,rules_26_50.yml,500000,57913,952,12.50,3143,19.05.2025 15:15:30.773
1964,Easy Rules,rules_26_50.yml,500000,56413,808,12.27,3143,19.05.2025 15:16:30.748
1965,Easy Rules,rules_26_50.yml,500000,48667,985,13.40,3143,19.05.2025 15:17:29.154
1966,Easy Rules,rules_26_50.yml,500000,46725,1126,13.41,3143,19.05.2025 15:18:19.752
1967,Easy Rules,rules_26_50.yml,500000,45316,634,13.46,3143,19.05.2025 15:19:08.382
1968,Easy Rules,rules_26_50.yml,500000,46134,626,13.60,3143,19.05.2025 15:19:55.169
1969,Easy Rules,rules_26_50.yml,500000,45843,1576,13.64,3143,19.05.2025 15:20:42.739
1970,Easy Rules,rules_26_50.yml,500000,43936,386,13.67,3143,19.05.2025 15:21:30.262
1971,Easy Rules,rules_26_50.yml,500000,45872,1151,13.38,3143,19.05.2025 15:22:15.612
1972,Easy Rules,rules_26_50.yml,500000,55728,1259,12.09,3143,19.05.2025 15:23:03.549
1973,Easy Rules,rules_26_50.yml,500000,46779,1268,14.62,3143,19.05.2025 15:24:01.275
1974,Easy Rules,rules_26_50.yml,500000,49125,1347,12.76,3143,19.05.2025 15:24:50.078
1975,Easy Rules,rules_26_50.yml,500000,45656,500,13.32,3143,19.05.2025 15:25:41.185
1976,Easy Rules,rules_26_50.yml,500000,53973,1595,12.69,3143,19.05.2025 15:26:28.315
1977,Easy Rules,rules_26_50.yml,500000,45027,735,13.63,3143,19.05.2025 15:27:23.928
1978,Easy Rules,rules_26_50.yml,500000,47975,942,13.32,3143,19.05.2025 15:28:10.791
1979,Easy Rules,rules_26_50.yml,500000,53961,1307,12.31,3143,19.05.2025 15:29:00.806
1980,Easy Rules,rules_26_50.yml,500000,57630,430,12.15,3143,19.05.2025 15:29:56.704
1981,Easy Rules,rules_26_50.yml,500000,53109,813,12.76,3143,19.05.2025 15:30:56.005
1982,Easy Rules,rules_26_50.yml,500000,46620,536,13.38,3143,19.05.2025 15:31:51.137
1983,Easy Rules,rules_26_50.yml,500000,46875,962,13.45,3143,19.05.2025 15:32:39.246
1984,Easy Rules,rules_26_50.yml,500000,53917,587,12.40,3143,19.05.2025 15:33:28.079
1985,Easy Rules,rules_26_50.yml,500000,56348,624,12.62,3143,19.05.2025 15:34:23.569
1986,Easy Rules,rules_26_50.yml,500000,50134,1100,13.17,3143,19.05.2025 15:35:21.402
1987,Easy Rules,rules_26_50.yml,500000,50486,753,12.79,3143,19.05.2025 15:36:13.570
1988,Easy Rules,rules_26_50.yml,500000,45942,1315,13.53,3143,19.05.2025 15:37:06.111
1989,Easy Rules,rules_26_50.yml,500000,44373,962,13.33,3143,19.05.2025 15:37:53.760
1990,Easy Rules,rules_26_50.yml,500000,44098,731,13.25,3143,19.05.2025 15:38:40.025
1991,Easy Rules,rules_26_50.yml,500000,53294,1625,11.83,3143,19.05.2025 15:39:26.058
1992,Easy Rules,rules_26_50.yml,500000,42622,1089,13.61,3143,19.05.2025 15:40:20.992
1993,Easy Rules,rules_26_50.yml,500000,42160,862,13.38,3143,19.05.2025 15:41:05.400
1994,Easy Rules,rules_26_50.yml,500000,41683,617,13.12,3143,19.05.2025 15:41:49.259
1995,Easy Rules,rules_26_50.yml,500000,46990,1624,13.20,3143,19.05.2025 15:42:32.341
1996,Easy Rules,rules_26_50.yml,500000,54276,1019,12.35,3143,19.05.2025 15:43:20.809
1997,Easy Rules,rules_26_50.yml,500000,52880,759,11.96,3143,19.05.2025 15:44:17.076
1998,Easy Rules,rules_26_50.yml,500000,56168,734,11.86,3143,19.05.2025 15:45:12.034
1999,Easy Rules,rules_26_50.yml,500000,56088,1432,12.13,3143,19.05.2025 15:46:10.218
2000,Easy Rules,rules_26_50.yml,500000,43733,457,14.27,3143,19.05.2025 15:47:08.058
2001,Drools,rules_75.drl,500000,9730,1069,15.16,5517,19.05.2025 15:47:53.567
2002,Drools,rules_75.drl,500000,10260,436,15.16,5517,19.05.2025 15:48:05.176
2003,Drools,rules_75.drl,500000,9098,588,18.97,5517,19.05.2025 15:48:17.055
2004,Drools,rules_75.drl,500000,10528,1353,15.53,5517,19.05.2025 15:48:28.015
2005,Drools,rules_75.drl,500000,8861,916,19.05,5517,19.05.2025 15:48:40.082
2006,Drools,rules_75.drl,500000,8887,969,19.09,5517,19.05.2025 15:48:50.524
2007,Drools,rules_75.drl,500000,19534,921,12.05,5517,19.05.2025 15:49:00.933
2008,Drools,rules_75.drl,500000,9632,580,18.24,5517,19.05.2025 15:49:22.136
2009,Drools,rules_75.drl,500000,11813,833,15.50,5517,19.05.2025 15:49:33.500
2010,Drools,rules_75.drl,500000,11718,614,14.17,5517,19.05.2025 15:49:47.400
2011,Drools,rules_75.drl,500000,12942,1185,13.67,5517,19.05.2025 15:50:01.162
2012,Drools,rules_75.drl,500000,12979,847,14.99,5517,19.05.2025 15:50:16.086
2013,Drools,rules_75.drl,500000,13603,428,13.25,5517,19.05.2025 15:50:30.964
2014,Drools,rules_75.drl,500000,12519,665,16.76,5517,19.05.2025 15:50:46.309
2015,Drools,rules_75.drl,500000,11838,826,15.15,5517,19.05.2025 15:51:00.889
2016,Drools,rules_75.drl,500000,9619,976,18.69,5517,19.05.2025 15:51:14.503
2017,Drools,rules_75.drl,500000,12407,1185,17.67,5517,19.05.2025 15:51:25.824
2018,Drools,rules_75.drl,500000,10459,529,20.19,5517,19.05.2025 15:51:39.851
2019,Drools,rules_75.drl,500000,10092,1032,17.68,5517,19.05.2025 15:51:52.091
2020,Drools,rules_75.drl,500000,9621,731,18.26,5517,19.05.2025 15:52:03.857
2021,Drools,rules_75.drl,500000,11123,1048,16.49,5517,19.05.2025 15:52:15.134
2022,Drools,rules_75.drl,500000,10984,828,14.50,5517,19.05.2025 15:52:27.946
2023,Drools,rules_75.drl,500000,11238,450,14.71,5517,19.05.2025 15:52:40.667
2024,Drools,rules_75.drl,500000,11405,682,15.53,5517,19.05.2025 15:52:54.052
2025,Drools,rules_75.drl,500000,12659,1501,13.53,5517,19.05.2025 15:53:07.606
2026,Drools,rules_75.drl,500000,11299,407,17.15,5517,19.05.2025 15:53:22.073
2027,Drools,rules_75.drl,500000,11825,763,14.37,5517,19.05.2025 15:53:35.450
2028,Drools,rules_75.drl,500000,11918,1457,14.52,5517,19.05.2025 15:53:49.290
2029,Drools,rules_75.drl,500000,11790,1463,14.79,5517,19.05.2025 15:54:03.199
2030,Drools,rules_75.drl,500000,10521,1015,20.29,5517,19.05.2025 15:54:16.797
2031,Drools,rules_75.drl,500000,9200,1028,19.52,5517,19.05.2025 15:54:28.891
2032,Drools,rules_75.drl,500000,9145,650,18.84,5517,19.05.2025 15:54:39.661
2033,Drools,rules_75.drl,500000,9219,985,19.20,5517,19.05.2025 15:54:50.426
2034,Drools,rules_75.drl,500000,9350,563,22.20,5517,19.05.2025 15:55:01.217
2035,Drools,rules_75.drl,500000,9469,923,16.75,5517,19.05.2025 15:55:12.257
2036,Drools,rules_75.drl,500000,9381,950,17.49,5517,19.05.2025 15:55:23.663
2037,Drools,rules_75.drl,500000,9567,459,16.49,5517,19.05.2025 15:55:34.725
2038,Drools,rules_75.drl,500000,9201,1085,18.94,5517,19.05.2025 15:55:45.843
2039,Drools,rules_75.drl,500000,8988,544,18.75,5517,19.05.2025 15:55:56.696
2040,Drools,rules_75.drl,500000,8792,665,18.94,5517,19.05.2025 15:56:07.278
2041,Drools,rules_75.drl,500000,9070,448,19.34,5517,19.05.2025 15:56:17.607
2042,Drools,rules_75.drl,500000,8983,439,15.11,5517,19.05.2025 15:56:28.307
2043,Drools,rules_75.drl,500000,9650,1464,13.95,5517,19.05.2025 15:56:38.902
2044,Drools,rules_75.drl,500000,9858,694,16.34,5517,19.05.2025 15:56:50.160
2045,Drools,rules_75.drl,500000,9387,1367,14.42,5517,19.05.2025 15:57:01.771
2046,Drools,rules_75.drl,500000,11615,1050,14.82,5517,19.05.2025 15:57:12.634
2047,Drools,rules_75.drl,500000,8906,700,19.26,5517,19.05.2025 15:57:25.838
2048,Drools,rules_75.drl,500000,9435,1216,14.57,5517,19.05.2025 15:57:36.438
2049,Drools,rules_75.drl,500000,8917,834,18.57,5517,19.05.2025 15:57:47.533
2050,Drools,rules_75.drl,500000,9131,589,18.56,5517,19.05.2025 15:57:58.015
2051,Drools,rules_75.drl,500000,9256,806,16.75,5517,19.05.2025 15:58:08.798
2052,Drools,rules_75.drl,500000,9742,885,18.43,5517,19.05.2025 15:58:19.688
2053,Drools,rules_75.drl,500000,10007,937,16.01,5517,19.05.2025 15:58:31.060
2054,Drools,rules_75.drl,500000,9074,864,18.72,5517,19.05.2025 15:58:42.850
2055,Drools,rules_75.drl,500000,10007,841,17.18,5517,19.05.2025 15:58:53.603
2056,Drools,rules_75.drl,500000,10306,993,14.45,5517,19.05.2025 15:59:05.620
2057,Drools,rules_75.drl,500000,9122,804,19.02,5517,19.05.2025 15:59:17.541
2058,Drools,rules_75.drl,500000,9489,496,15.66,5517,19.05.2025 15:59:28.220
2059,Drools,rules_75.drl,500000,10717,461,13.96,5517,19.05.2025 15:59:39.415
2060,Drools,rules_75.drl,500000,9764,995,15.22,5517,19.05.2025 15:59:51.631
2061,Drools,rules_75.drl,500000,8895,547,19.23,5517,19.05.2025 16:00:03.013
2062,Drools,rules_75.drl,500000,8725,1211,15.40,5517,19.05.2025 16:00:13.517
2063,Drools,rules_75.drl,500000,8775,830,19.57,5517,19.05.2025 16:00:23.768
2064,Drools,rules_75.drl,500000,8802,1071,17.06,5517,19.05.2025 16:00:33.990
2065,Drools,rules_75.drl,500000,8698,614,19.03,5517,19.05.2025 16:00:44.314
2066,Drools,rules_75.drl,500000,8644,724,17.25,5517,19.05.2025 16:00:54.686
2067,Drools,rules_75.drl,500000,8547,1247,15.24,5517,19.05.2025 16:01:04.993
2068,Drools,rules_75.drl,500000,8572,1053,18.70,5517,19.05.2025 16:01:15.087
2069,Drools,rules_75.drl,500000,8563,564,19.34,5517,19.05.2025 16:01:25.119
2070,Drools,rules_75.drl,500000,8497,757,18.82,5517,19.05.2025 16:01:35.229
2071,Drools,rules_75.drl,500000,8379,901,18.18,5517,19.05.2025 16:01:45.139
2072,Drools,rules_75.drl,500000,8684,1272,17.18,5517,19.05.2025 16:01:55.009
2073,Drools,rules_75.drl,500000,8409,870,19.80,5517,19.05.2025 16:02:05.233
2074,Drools,rules_75.drl,500000,8493,800,16.34,5517,19.05.2025 16:02:14.950
2075,Drools,rules_75.drl,500000,8614,744,15.96,5517,19.05.2025 16:02:25.146
2076,Drools,rules_75.drl,500000,8350,968,14.94,5517,19.05.2025 16:02:35.580
2077,Drools,rules_75.drl,500000,8350,1125,16.21,5517,19.05.2025 16:02:45.642
2078,Drools,rules_75.drl,500000,8845,1379,16.31,5517,19.05.2025 16:02:55.713
2079,Drools,rules_75.drl,500000,9417,1000,15.93,5517,19.05.2025 16:03:05.979
2080,Drools,rules_75.drl,500000,8686,481,17.37,5517,19.05.2025 16:03:17.150
2081,Drools,rules_75.drl,500000,9418,1004,14.70,5517,19.05.2025 16:03:27.526
2082,Drools,rules_75.drl,500000,9299,787,14.68,5517,19.05.2025 16:03:38.520
2083,Drools,rules_75.drl,500000,9748,617,14.69,5517,19.05.2025 16:03:49.544
2084,Drools,rules_75.drl,500000,9808,1310,14.65,5517,19.05.2025 16:04:01.117
2085,Drools,rules_75.drl,500000,8679,1040,16.01,5517,19.05.2025 16:04:12.659
2086,Drools,rules_75.drl,500000,8732,868,16.88,5517,19.05.2025 16:04:23.096
2087,Drools,rules_75.drl,500000,8734,1103,18.62,5517,19.05.2025 16:04:33.666
2088,Drools,rules_75.drl,500000,8663,894,19.25,5517,19.05.2025 16:04:43.984
2089,Drools,rules_75.drl,500000,9542,481,17.59,5517,19.05.2025 16:04:54.181
2090,Drools,rules_75.drl,500000,8602,714,19.08,5517,19.05.2025 16:05:05.329
2091,Drools,rules_75.drl,500000,9506,656,16.29,5517,19.05.2025 16:05:15.599
2092,Drools,rules_75.drl,500000,8892,992,19.12,5517,19.05.2025 16:05:26.657
2093,Drools,rules_75.drl,500000,9728,597,14.25,5517,19.05.2025 16:05:37.084
2094,Drools,rules_75.drl,500000,9052,577,18.48,5517,19.05.2025 16:05:48.379
2095,Drools,rules_75.drl,500000,9807,473,16.38,5517,19.05.2025 16:05:59.065
2096,Drools,rules_75.drl,500000,10568,626,14.16,5517,19.05.2025 16:06:10.738
2097,Drools,rules_75.drl,500000,9740,1567,13.68,5517,19.05.2025 16:06:23.111
2098,Drools,rules_75.drl,500000,8683,740,18.73,5517,19.05.2025 16:06:34.466
2099,Drools,rules_75.drl,500000,8785,807,18.90,5517,19.05.2025 16:06:44.652
2100,Drools,rules_75.drl,500000,8660,1011,19.24,5517,19.05.2025 16:06:55.001
2101,Easy Rules,rules_51_75.yml,500000,54636,852,12.97,5459,19.05.2025 16:07:05.406
2102,Easy Rules,rules_51_75.yml,500000,59397,829,11.86,5459,19.05.2025 16:08:01.925
2103,Easy Rules,rules_51_75.yml,500000,59870,1196,11.88,5459,19.05.2025 16:09:03.297
